Nome ”rg„o;N˙mero Processo;DescriÁ„o Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CNPJ CPF;DescriÁ„o Processo;Item / Finalidade;Quantidade Item;Embalagem;Valor Unit·rio;Valor Total;N˙mero Empenho;Data Emiss„o;Tipo LicitaÁ„o;Materiais/ServiÁos;N˙mero Oferta Compra;Local Entrega;Nome Gest„o
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - ALMOXARIFADOS, DEPOSITOS E ARQUIVOS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;1885,553;11 - M2;1;1885,55;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - PATIOS DESCOBERTOS, QUADRAS, CIRCULACOES EXTERNAS E CALCADAS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;63709,11;11 - M2;0,3;19112,73;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - COLETA DE DETRITOS EM PATIOS E AREAS VERDES;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;9,423;695 - HA;94,341;888,98;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - FREQUENCIA MENSAL - FACE EXTERNA SEM EXPOSICAO A SITUACAO DE RISCO;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;5708,756;11 - M2;0,45;2568,94;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - FREQUENCIA TRIMESTRAL - FACE EXTERNA COM EXPOSICAO A SITUACAO DE RISCO;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;5189,931;11 - M2;0,45;2335,47;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - SALAS DE AULA;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;11125,981;11 - M2;4,4;48954,32;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - SANITARIOS E VESTIARIOS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;265,47;11 - M2;4,4;1168,07;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - SANITARIOS DE USO PUBLICO OU COLETIVO DE GRANDE CIRCULACAO;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;1307,6;11 - M2;4,6;6014,96;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - SALAS DE ATIVIDADES COMPLEMENTARES (INFORMATICA, LABORATORIOS, OFICINAS, VIDEO, GREMIOS);PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;3524,128;11 - M2;1;3524,13;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - BIBLIOTECAS E SALAS DE LEITURA;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;1413,894;11 - M2;1;1413,89;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - AREAS DE CIRCULACAO (CORREDORES, ESCADAS, RAMPAS E ELEVADORES);PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;6806,943;11 - M2;0,5;3403,47;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - PATIOS COBERTOS, QUADRAS COBERTAS E REFEITORIOS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;19717,258;11 - M2;1,5;29575,89;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - SALAS ADMINISTRATIVAS (DIRETORIA E VICE, SALA DE COORDENADOR E PROFESSORES) 3 TURNOS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;2577,182;11 - M2;2,4;6185,24;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - ALMOXARIFADOS, DEPOSITOS E ARQUIVOS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;1312,855;11 - M2;1;1312,86;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - PATIOS DESCOBERTOS, QUADRAS, CIRCULACOES EXTERNAS E CALCADAS;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;32099,808;11 - M2;0,3;9629,94;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA EDUCACAO;05834/20.;LIMPEZA ESCOLAR;DISPENSA DE LICITACAO;SHALOM SERVICOS TERCEIRIZADOS EIRELI - EPP;14709296000129;LIMPEZA ESCOLAR - COLETA DE DETRITOS EM PATIOS E AREAS VERDES;PRESTACAO DE SERVICOS DE LIMPEZA DE AMBIENTE ESCOLAR,ATRAVES DE DISPENSA DE LICITACAO, NOS TERMOS DO ART.24, INCISO IV, DA LEI 8666/93;5,927;695 - HA;100,0012;592,71;2020NE00102;43862;5;ServiÁos;;AVENIDA MANOEL GOULART, 2651;GOVERNO DO ESTADO DE SAO PAULO
